Precinct Name,Voting District,Type,One Race,White,Black,Native American,Asian,Pacific Islander,Other,Two or more,Hispanic/Latino,18+,,,
Montgomery Precinct 06-005,06-005,Adj,"4,343","2,934",399,6,981,5,18,234,317,"3,697",,,
Montgomery Precinct 06-006,06-006,Adj,"3,675","1,331",234,4,"2,096",0,10,173,258,"3,139",,,
Montgomery Precinct 06-007,06-007,Adj,"5,249","2,121","1,158",6,"1,922",8,34,291,680,"4,803",,,
Montgomery Precinct 06-008,06-008,Adj,"2,333",965,83,1,"1,273",0,11,116,123,"1,987",,,
Montgomery Precinct 06-009,06-009,Adj,"3,359","2,497",158,10,686,0,8,175,232,"2,982",,,
Montgomery Precinct 06-010,06-010,Adj,"3,848","1,430","1,525",21,812,0,60,255,"1,530","4,355",,,
Montgomery Precinct 06-011,06-011,Unadj,108,76,21,0,10,1,0,6,10,98,,,
Montgomery Precinct 06-013,06-013,Adj,"2,237","1,385",181,7,615,8,41,111,232,"1,980",,,
Montgomery Precinct 06-014,06-014,Unadj,"2,087",682,215,0,"1,184",1,5,87,118,"1,668",,,
Montgomery Precinct 06-015,06-015,Adj,"5,271","1,607",702,4,"2,908",4,46,254,454,"4,419",,,
Montgomery Precinct 06-016,06-016,Unadj,3,3,0,0,0,0,0,0,0,3,,,
Montgomery Precinct 07-001,07-001,Unadj,"2,358","1,812",206,3,320,1,16,129,228,"2,270",,,
Montgomery Precinct 07-002,07-002,Unadj,"2,348","2,269",10,1,57,0,11,115,125,"1,880",,,
Montgomery Precinct 07-003,07-003,Adj,"3,511","2,758",127,1,577,3,45,205,308,"3,071",,,
Montgomery Precinct 07-004,07-004,Adj,"5,694","4,438",434,4,758,2,58,288,684,"5,691",,,
Montgomery Precinct 07-005,07-005,Unadj,"2,488","2,217",134,3,113,4,17,150,175,"2,105",,,
Montgomery Precinct 07-006,07-006,Unadj,"2,597","2,381",28,5,163,0,20,208,192,"2,250",,,
Montgomery Precinct 07-007,07-007,Unadj,"2,444","2,135",73,2,198,0,36,154,235,"2,039",,,
Montgomery Precinct 07-008,07-008,Adj,"5,648","4,106",432,6,"1,065",0,39,340,670,"5,850",,,
Montgomery Precinct 07-009,07-009,Unadj,"3,823","2,988",290,5,488,14,38,286,555,"3,683",,,
Montgomery Precinct 07-010,07-010,Unadj,"4,072","3,022",371,3,646,4,26,219,510,"3,695",,,
Montgomery Precinct 07-011,07-011,Adj,"3,976","3,325",201,1,401,4,44,209,413,"3,587",,,
Montgomery Precinct 07-012,07-012,Unadj,"3,337","2,849",52,5,405,0,26,221,298,"2,792",,,
Montgomery Precinct 07-013,07-013,Unadj,"3,973","3,284",204,0,457,0,28,269,410,"3,450",,,
Montgomery Precinct 07-015,07-015,Unadj,"4,131","3,297",134,4,679,1,16,283,350,"3,620",,,
Montgomery Precinct 07-016,07-016,Unadj,"2,337","1,837",271,2,213,0,14,165,298,"2,163",,,
Montgomery Precinct 07-018,07-018,Unadj,"3,001","2,659",89,0,214,2,37,217,286,"2,604",,,
Montgomery Precinct 07-019,07-019,Adj,"5,274","4,310",186,1,721,2,54,381,478,"4,248",,,
Montgomery Precinct 07-020,07-020,Unadj,"2,872","2,073",207,15,558,0,19,266,434,"2,637",,,
Montgomery Precinct 07-021,07-021,Unadj,"1,458","1,377",14,2,56,0,9,91,78,"1,137",,,
Montgomery Precinct 07-022,07-022,Unadj,"2,674","2,183",101,0,355,1,34,183,260,"2,265",,,
Montgomery Precinct 07-023,07-023,Unadj,"5,007","3,917",187,3,851,3,46,282,471,"4,272",,,
Montgomery Precinct 07-024,07-024,Unadj,"2,839","2,600",61,1,154,0,23,177,325,"2,564",,,
Montgomery Precinct 07-025,07-025,Unadj,"3,099","2,128",334,1,616,7,13,260,305,"2,773",,,
Montgomery Precinct 07-026,07-026,Adj,"5,632","4,341",394,2,846,0,49,316,670,"5,981",,,
Montgomery Precinct 07-027,07-027,Unadj,"2,119","1,984",22,3,99,0,11,131,198,"1,765",,,
Montgomery Precinct 07-028,07-028,Adj,"2,195","1,688",77,5,422,0,3,134,241,"1,880",,,
Montgomery Precinct 07-031,07-031,Unadj,"1,338","1,013",96,3,209,0,17,59,142,"1,406",,,
Montgomery Precinct 07-032,07-032,Adj,"1,793","1,459",231,0,93,0,10,64,102,"1,638",,,
Montgomery Precinct 08-001,08-001,Adj,"4,068","2,893",591,6,541,1,36,261,548,"3,671",,,
Montgomery Precinct 08-002,08-002,Adj,"4,635","3,553",478,6,573,1,24,280,442,"4,039",,,
Montgomery Precinct 08-003,08-003,Unadj,"3,164","2,593",155,2,391,0,23,162,330,"2,801",,,
Montgomery Precinct 08-004,08-004,Unadj,"1,409","1,040",131,5,220,1,12,68,197,"1,346",,,
Montgomery Precinct 08-005,08-005,Adj,"2,937","2,617",152,3,153,0,12,173,304,"2,591",,,
Montgomery Precinct 08-006,08-006,Adj,"4,797","3,147",854,4,744,3,45,263,533,"4,366",,,
Montgomery Precinct 08-007,08-007,Adj,"4,139","2,955",605,7,541,2,29,205,515,"3,861",,,
Montgomery Precinct 08-008,08-008,Adj,"3,558","2,429",313,0,796,0,20,246,441,"3,284",,,
Montgomery Precinct 08-009,08-009,Adj,"3,741","2,694",518,9,499,1,20,251,665,"3,546",,,
Montgomery Precinct 08-010,08-010,Adj,"2,290","1,453",462,2,363,0,10,165,431,"2,262",,,
Montgomery Precinct 08-011,08-011,Adj,"3,245","1,917",694,6,601,0,27,196,361,"2,920",,,
Montgomery Precinct 08-012,08-012,Adj,"3,618","2,318",607,3,669,1,20,235,343,"3,125",,,
Montgomery Precinct 08-014,08-014,Unadj,43,22,11,0,6,0,4,10,19,46,,,
Montgomery Precinct 08-015,08-015,Unadj,631,254,168,4,197,0,8,47,81,598,,,
Montgomery Precinct 09-001,09-001,Adj,"5,191","1,669","2,179",31,"1,211",5,96,301,"4,820","7,756",,,
Montgomery Precinct 09-002,09-002,Adj,"5,323","1,954","1,970",7,"1,298",6,88,314,"4,420","7,721",,,
Montgomery Precinct 09-003,09-003,Adj,"3,025","1,085",986,5,902,2,45,257,"1,879","3,764",,,
Montgomery Precinct 09-004,09-004,Adj,"2,730","1,259",675,17,738,0,41,199,"2,108","3,792",,,
Montgomery Precinct 09-005,09-005,Adj,"2,953","1,406",819,18,665,2,43,186,"1,779","3,818",,,
Montgomery Precinct 09-006,09-006,Adj,"4,702","2,339",836,6,"1,438",7,76,229,"1,199","4,916",,,
Montgomery Precinct 09-007,09-007,Adj,"4,349","1,228","2,017",30,988,0,86,282,"4,525","6,631",,,
Montgomery Precinct 09-008,09-008,Adj,"4,775","1,568","2,373",6,743,5,80,318,"2,682","5,716",,,
Montgomery Precinct 09-009,09-009,Adj,"4,444","1,553","2,017",16,805,1,52,319,"3,280","6,033",,,
Montgomery Precinct 09-010,09-010,Unadj,"1,101",556,211,0,317,2,15,86,246,"1,217",,,
Montgomery Precinct 09-011,09-011,Adj,"2,658","1,209",986,7,437,2,17,170,"1,342","3,222",,,
Montgomery Precinct 09-012,09-012,Adj,"2,868","1,383",937,7,487,0,54,200,"1,306","3,382",,,
Montgomery Precinct 09-013,09-013,Adj,"4,334","2,418",486,13,"1,376",6,35,251,591,"3,811",,,
Montgomery Precinct 09-014,09-014,Adj,"3,359","1,919",596,4,795,4,41,210,616,"3,331",,,
Montgomery Precinct 09-015,09-015,Adj,"3,735","1,173","1,553",3,933,5,68,244,"1,813","4,630",,,
Montgomery Precinct 09-016,09-016,Adj,"4,660",908,"1,537",16,"2,118",0,81,185,"3,253","5,761",,,
Montgomery Precinct 09-018,09-018,Adj,"3,474",983,"1,536",12,886,2,55,198,"1,919","4,192",,,
Montgomery Precinct 09-020,09-020,Adj,"2,115",806,653,12,612,7,25,147,"1,234","2,795",,,
Montgomery Precinct 09-021,09-021,Adj,"2,473","1,146",686,4,584,1,52,160,"1,177","2,907",,,
Montgomery Precinct 09-022,09-022,Adj,"3,429","1,366","1,194",7,806,0,56,227,"2,465","4,566",,,
Montgomery Precinct 09-024,09-024,Adj,"3,109",983,"1,047",3,"1,027",6,43,170,"1,275","3,283",,,
Montgomery Precinct 09-025,09-025,Adj,"2,564",892,605,21,"1,020",1,25,165,586,"2,617",,,
Montgomery Precinct 09-026,09-026,Adj,"3,311",875,"1,640",5,718,5,68,209,"1,879","3,977",,,
Montgomery Precinct 09-027,09-027,Unadj,"4,328","3,332",272,4,681,1,38,284,414,"3,972",,,
Montgomery Precinct 09-028,09-028,Unadj,"1,217","1,119",51,0,37,8,2,24,78,"1,286",,,
Montgomery Precinct 09-029,09-029,Adj,"2,827","1,211","1,116",12,467,1,20,176,"1,102","3,174",,,
Montgomery Precinct 09-030,09-030,Adj,"3,072","1,088",987,9,952,2,34,203,951,"3,296",,,
Montgomery Precinct 09-031,09-031,Adj,"4,596","2,573",882,6,"1,083",13,39,323,552,"4,761",,,
Montgomery Precinct 09-032,09-032,Unadj,694,169,372,2,142,0,9,63,768,"1,038",,,
Montgomery Precinct 09-033,09-033,Adj,"3,887","2,029","1,006",6,801,2,43,251,585,"4,135",,,
Montgomery Precinct 09-034,09-034,Adj,"3,791","1,050","1,771",8,923,2,37,258,"2,524","4,842",,,
Montgomery Precinct 09-035,09-035,Adj,"5,268","3,722",201,5,"1,296",3,41,296,363,"4,446",,,
Montgomery Precinct 09-036,09-036,Adj,"2,540",932,727,8,839,4,30,155,"1,062","2,899",,,
Montgomery Precinct 09-037,09-037,Adj,"2,166",731,725,4,664,0,42,142,"1,083","2,639",,,
Montgomery Precinct 09-038,09-038,Unadj,416,377,15,0,17,2,5,23,42,430,,,
Montgomery Precinct 09-039,09-039,Unadj,42,10,16,0,10,6,0,2,22,52,,,
Montgomery Precinct 09-040,09-040,Adj,"4,150","2,056",666,8,"1,380",0,40,228,555,"4,093",,,
Montgomery Precinct 09-041,09-041,Unadj,"3,204",977,"1,158",15,"1,016",0,38,193,816,"3,078",,,
Montgomery Precinct 10-001,10-001,Unadj,"1,905","1,222",137,0,532,2,12,83,123,"1,717",,,
Montgomery Precinct 10-002,10-002,Adj,"2,921","2,130",97,4,674,0,16,131,217,"2,553",,,
Montgomery Precinct 10-003,10-003,Unadj,"2,977","2,106",166,3,684,0,18,186,256,"2,562",,,
Montgomery Precinct 10-004,10-004,Unadj,"1,881","1,229",106,3,521,0,22,80,137,"1,600",,,
Montgomery Precinct 10-005,10-005,Unadj,"2,886","1,870",101,0,890,0,25,148,178,"2,415",,,
Montgomery Precinct 10-006,10-006,Unadj,"2,836","1,858",149,0,819,0,10,144,204,"2,394",,,
Montgomery Precinct 10-007,10-007,Unadj,"3,338","2,462",244,5,616,0,11,196,297,"2,857",,,
Montgomery Precinct 10-009,10-009,Unadj,"3,168","2,187",181,3,759,0,38,142,246,"2,732",,,
Montgomery Precinct 10-010,10-010,Unadj,"3,397","2,475",114,2,791,0,15,162,212,"2,838",,,
Montgomery Precinct 10-011,10-011,Unadj,"2,402","1,351",483,3,540,0,25,172,478,"2,548",,,
Montgomery Precinct 10-012,10-012,Adj,"3,681","2,176",466,3,"1,005",1,30,200,408,"3,264",,,
Montgomery Precinct 10-013,10-013,Unadj,"2,091","1,168",92,0,821,2,8,69,83,"1,762",,,
Montgomery Precinct 11-000,11-000,Adj,"1,995","1,773",123,3,90,0,6,93,266,"1,916",,,
Montgomery Precinct 12-001,12-001,Adj,"2,531","2,192",186,10,117,0,26,190,521,"2,491",,,
Montgomery Precinct 12-002,12-002,Adj,"2,704","2,440",131,8,101,2,22,170,638,"2,771",,,
Montgomery Precinct 12-003,12-003,Adj,"4,052","3,288",378,9,336,0,41,232,737,"3,832",,,
Montgomery Precinct 12-004,12-004,Unadj,"2,607","2,198",198,3,192,1,15,144,373,"2,421",,,
Montgomery Precinct 12-005,12-005,Adj,"3,749","2,367",870,6,466,0,40,271,"1,270","3,818",,,
Montgomery Precinct 13-001,13-001,Adj,"2,844","1,205",969,0,624,0,46,150,959,"3,212",,,
Montgomery Precinct 13-002,13-002,Adj,"6,969","2,018","3,116",6,"1,757",2,70,426,"2,076","7,237",,,
Montgomery Precinct 13-003,13-003,Unadj,"2,437","2,073",230,2,112,3,17,143,260,"2,258",,,
Montgomery Precinct 13-004,13-004,Adj,"4,340","2,711","1,277",15,281,3,53,385,633,"4,386",,,
Montgomery Precinct 13-005,13-005,Adj,"5,189","2,464","2,118",6,544,4,53,313,573,"5,467",,,
Montgomery Precinct 13-006,13-006,Adj,"2,817","2,158",548,1,94,1,15,238,304,"2,628",,,
Montgomery Precinct 13-007,13-007,Adj,"2,687","1,988",478,0,172,2,47,219,362,"2,592",,,
Montgomery Precinct 13-008,13-008,Adj,"3,247","1,426","1,582",3,205,1,30,207,607,"3,196",,,
Montgomery Precinct 13-010,13-010,Unadj,"2,663","1,270","1,120",1,246,0,26,163,421,"2,943",,,
Montgomery Precinct 13-011,13-011,Adj,"3,136","1,805",816,5,469,0,41,234,"1,351","3,591",,,
Montgomery Precinct 13-013,13-013,Adj,"3,667","1,346","2,113",2,184,0,22,184,"1,224","3,865",,,
Montgomery Precinct 13-014,13-014,Unadj,"3,002","2,409",406,2,155,0,30,205,392,"2,697",,,
Montgomery Precinct 13-015,13-015,Adj,"4,869","1,828","2,187",6,792,2,54,257,"2,743","5,904",,,
Montgomery Precinct 13-016,13-016,Adj,"3,462","1,041","1,981",9,385,3,43,199,"1,241","3,389",,,
Montgomery Precinct 13-018,13-018,Adj,"2,620","1,490",838,1,275,2,14,198,"1,637","3,231",,,
Montgomery Precinct 13-019,13-019,Adj,"2,302","1,761",317,7,188,0,29,191,552,"2,324",,,
Montgomery Precinct 13-020,13-020,Unadj,"2,491","2,233",124,4,81,0,49,99,199,"1,906",,,
Montgomery Precinct 13-021,13-021,Adj,"5,244","1,730","3,170",5,281,1,57,266,"1,090","5,015",,,
Montgomery Precinct 13-022,13-022,Adj,"3,190","1,178","1,541",15,392,0,64,218,"5,223","6,250",,,
Montgomery Precinct 13-023,13-023,Unadj,"3,047","2,629",240,0,148,0,30,199,306,"2,532",,,
Montgomery Precinct 13-024,13-024,Unadj,"2,476","1,752",409,4,281,3,27,206,427,"2,301",,,
Montgomery Precinct 13-025,13-025,Adj,"3,630","1,057","1,773",20,728,3,49,158,"2,916","5,095",,,
Montgomery Precinct 13-027,13-027,Adj,"2,858","1,750",530,2,511,2,63,252,"1,497","3,631",,,
Montgomery Precinct 13-028,13-028,Adj,"1,395",614,331,8,402,2,38,112,"2,468","3,023",,,
Montgomery Precinct 13-029,13-029,Adj,"2,598","1,178",692,4,671,0,53,225,"2,673","4,243",,,
Montgomery Precinct 13-030,13-030,Adj,"1,901",758,616,7,472,0,48,169,"3,857","4,547",,,
Montgomery Precinct 13-031,13-031,Unadj,"1,830","1,186",389,4,228,1,22,128,620,"1,979",,,
Montgomery Precinct 13-032,13-032,Adj,"4,414","1,446","2,165",5,739,5,54,246,"1,882","5,313",,,
Montgomery Precinct 13-033,13-033,Unadj,"2,404","1,727",492,0,129,1,55,140,487,"2,194",,,
Montgomery Precinct 13-034,13-034,Adj,"2,555","2,052",234,2,246,1,20,185,485,"2,331",,,
Montgomery Precinct 13-035,13-035,Adj,"2,298",858,557,1,823,0,59,159,"2,904","4,123",,,
Montgomery Precinct 13-036,13-036,Adj,"2,395",837,560,10,933,1,54,166,"3,315","4,442",,,
Montgomery Precinct 13-037,13-037,Adj,"1,633",717,284,8,564,0,60,152,"2,098","2,946",,,
Montgomery Precinct 13-038,13-038,Unadj,"5,239","4,809",101,5,292,1,31,334,415,"4,263",,,
Montgomery Precinct 13-039,13-039,Adj,"2,558","1,962",362,1,183,4,46,157,365,"2,364",,,
Montgomery Precinct 13-040,13-040,Adj,"2,517","1,879",323,1,282,2,30,146,712,"2,632",,,
Montgomery Precinct 13-042,13-042,Adj,"1,344",803,311,5,193,1,31,90,731,"1,641",,,
Montgomery Precinct 13-043,13-043,Adj,"1,948",939,312,9,651,0,37,150,"2,223","3,300",,,
Montgomery Precinct 13-044,13-044,Adj,"3,821","1,437","1,525",16,776,2,65,261,"3,342","5,447",,,
Montgomery Precinct 13-045,13-045,Adj,"1,666",871,280,0,487,0,28,96,"1,029","2,241",,,
Montgomery Precinct 13-046,13-046,Adj,"2,306","1,587",257,4,424,5,29,185,666,"2,467",,,
Montgomery Precinct 13-047,13-047,Adj,"5,853","2,469","2,737",9,556,0,82,371,797,"6,271",,,
Montgomery Precinct 13-049,13-049,Adj,"2,050",605,"1,085",1,335,0,24,93,626,"2,271",,,
Montgomery Precinct 13-050,13-050,Adj,"2,403","1,675",586,5,107,2,28,181,302,"2,256",,,
Montgomery Precinct 13-051,13-051,Adj,"3,116","2,280",288,6,517,3,22,204,848,"3,224",,,
Montgomery Precinct 13-052,13-052,Unadj,"2,256","1,690",215,3,315,5,28,197,561,"2,325",,,
Montgomery Precinct 13-053,13-053,Adj,"1,705","1,171",295,3,212,1,23,119,874,"2,031",,,
Montgomery Precinct 13-054,13-054,Adj,"2,559","1,879",405,2,265,0,8,44,156,"2,730",,,
Montgomery Precinct 13-055,13-055,Adj,"2,524",432,"1,711",8,250,0,123,226,"2,372","3,611",,,
Montgomery Precinct 13-056,13-056,Adj,"3,864","1,396","1,772",10,613,4,69,304,"2,530","4,985",,,
Montgomery Precinct 13-057,13-057,Adj,"1,725",585,912,2,196,0,30,76,264,"1,670",,,
Montgomery Precinct 13-058,13-058,Adj,"4,296","2,692","1,019",8,530,5,42,293,"1,623","4,778",,,
Montgomery Precinct 13-059,13-059,Adj,"2,227","1,252",689,2,258,0,26,142,585,"2,340",,,
Montgomery Precinct 13-060,13-060,Unadj,55,33,13,0,9,0,0,3,16,43,,,
Montgomery Precinct 13-061,13-061,Adj,"5,826","2,032","2,686",4,"1,029",2,73,416,"1,508","6,112",,,
Montgomery Precinct 13-063,13-063,Adj,"1,292",591,472,4,181,0,44,81,"1,684","2,225",,,
Montgomery Precinct 13-064,13-064,Adj,"3,969",667,"2,595",24,437,0,246,454,"3,410","5,682",,,
Montgomery Precinct 13-065,13-065,Adj,"2,679","1,073","1,167",4,400,4,31,160,559,"2,798",,,
Montgomery Precinct 13-067,13-067,Adj,"1,884","1,261",525,2,80,1,15,177,393,"1,825",,,
Montgomery Precinct 13-068,13-068,Adj,"2,625","1,142","1,180",0,285,3,15,213,835,"2,718",,,
Montgomery Precinct 13-069,13-069,Adj,"2,352","1,845",311,3,187,3,3,43,127,"2,497",,,
Montgomery Precinct 13-070,13-070,Adj,222,90,60,1,70,0,1,17,98,265,,,
Montgomery Precinct 13-071,13-071,Unadj,"2,039","1,614",245,0,160,0,20,53,94,"2,139",,,
Prince George's Precinct 01-001,01-001,Adj,"4,671",900,"2,517",15,"1,177",0,62,247,"1,694","5,217",,,
Prince George's Precinct 01-002,01-002,Adj,"1,766",748,769,9,208,0,32,127,884,"2,264",,,
Prince George's Precinct 01-003,01-003,Adj,"4,145",485,"3,032",17,569,4,38,142,"3,236","5,482",,,
Prince George's Precinct 01-004,01-004,Adj,"2,233",824,880,10,505,2,12,123,"2,162","3,475",,,
Prince George's Precinct 01-005,01-005,Adj,"2,154","1,047",648,5,392,0,62,121,"1,778","3,194",,,
Prince George's Precinct 01-006,01-006,Adj,"1,761",286,"1,278",2,166,1,28,96,677,"1,968",,,
Prince George's Precinct 01-007,01-007,Unadj,"2,086","1,555",427,4,98,0,2,52,162,"2,171",,,
Prince George's Precinct 01-008,01-008,Unadj,770,280,316,7,158,0,9,54,276,900,,,
Prince George's Precinct 02-001,02-001,Adj,"2,584",114,"2,429",4,24,0,13,60,"1,272","2,912",,,
Prince George's Precinct 02-002,02-002,Adj,"1,353",257,849,10,210,5,22,59,"1,514","2,222",,,
Prince George's Precinct 02-003,02-003,Adj,"3,163",893,"2,147",9,97,2,15,178,655,"3,011",,,
Prince George's Precinct 02-004,02-004,Adj,"1,432",275,"1,078",1,49,1,28,94,"2,008","2,514",,,
Prince George's Precinct 02-005,02-005,Adj,"1,117",198,861,8,40,1,9,93,"3,912","3,633",,,
Prince George's Precinct 02-006,02-006,Adj,"3,545",261,"3,132",12,123,1,16,134,"3,317","5,039",,,
Prince George's Precinct 02-007,02-007,Adj,"1,924","1,090",765,1,51,2,15,156,351,"1,926",,,
Prince George's Precinct 02-008,02-008,Adj,"4,958",278,"4,454",23,167,5,31,202,"3,843","6,575",,,
Prince George's Precinct 02-009,02-009,Adj,"3,807",222,"3,340",7,181,7,50,155,"2,394","4,677",,,
Prince George's Precinct 02-010,02-010,Adj,"1,789",214,"1,428",5,100,0,42,98,"2,782","3,392",,,
Prince George's Precinct 02-096,02-096,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 02-097,02-097,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 02-098,02-098,Unadj,3,0,2,0,1,0,0,2,31,26,,,
Prince George's Precinct 02-099,02-099,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 03-001,03-001,Unadj,"1,315",412,865,6,14,0,18,90,157,"1,278",,,
Prince George's Precinct 03-002,03-002,Adj,"3,393",352,"2,964",18,32,5,22,103,289,"3,046",,,
Prince George's Precinct 03-003,03-003,Adj,"7,396",394,"6,781",14,160,7,40,307,323,"6,064",,,
Prince George's Precinct 03-004,03-004,Adj,"2,821",104,"2,625",4,77,1,10,98,161,"2,480",,,
Prince George's Precinct 03-005,03-005,Adj,"3,112",181,"2,884",9,25,2,11,144,108,"2,732",,,
Prince George's Precinct 03-006,03-006,Adj,"3,844",74,"3,708",1,45,0,16,91,122,"3,169",,,
Prince George's Precinct 03-007,03-007,Adj,636,20,605,0,8,1,2,25,10,543,,,
Prince George's Precinct 03-008,03-008,Adj,286,159,126,0,1,0,0,12,37,268,,,
Prince George's Precinct 04-001,04-001,Adj,"2,103","1,238",807,8,28,1,21,158,244,"2,089",,,
Prince George's Precinct 05-001,05-001,Adj,"6,137",712,"4,937",21,411,6,50,343,594,"5,426",,,
Prince George's Precinct 05-002,05-002,Adj,"1,972",215,"1,584",4,146,1,22,55,174,"1,875",,,
Prince George's Precinct 05-003,05-003,Adj,"2,805",189,"2,404",9,163,4,36,123,669,"2,916",,,
Prince George's Precinct 05-004,05-004,Adj,"3,690",261,"3,307",2,83,5,32,141,276,"3,329",,,
Prince George's Precinct 05-005,05-005,Adj,"3,824",471,"3,018",0,308,1,26,204,529,"3,686",,,
Prince George's Precinct 05-006,05-006,Adj,"3,552",260,"2,934",1,307,1,49,128,745,"3,644",,,
Prince George's Precinct 05-007,05-007,Adj,"3,618",453,"2,734",8,373,5,45,205,557,"3,671",,,
Prince George's Precinct 05-008,05-008,Adj,"2,370",969,"1,244",17,114,0,26,166,320,"2,328",,,
Prince George's Precinct 05-009,05-009,Adj,596,63,501,1,31,0,0,22,158,626,,,
Prince George's Precinct 05-010,05-010,Adj,"1,347",191,"1,033",6,91,0,26,63,358,"1,417",,,
Prince George's Precinct 05-011,05-011,Adj,"2,397",166,"1,937",2,281,3,8,57,344,"2,304",,,
Prince George's Precinct 05-012,05-012,Adj,"3,655",317,"3,175",13,127,3,20,155,201,"3,206",,,
Prince George's Precinct 06-001,06-001,Adj,"4,296",187,"4,040",8,21,2,38,120,613,"4,031",,,
Prince George's Precinct 06-002,06-002,Adj,"1,308",91,"1,166",3,38,1,9,24,205,"1,258",,,
Prince George's Precinct 06-003,06-003,Adj,"5,239",91,"5,028",12,77,0,31,149,588,"4,807",,,
Prince George's Precinct 06-004,06-004,Adj,"5,008",120,"4,825",19,37,0,7,119,464,"4,246",,,
Prince George's Precinct 06-005,06-005,Adj,"2,772",69,"2,652",16,17,3,15,86,266,"2,262",,,
Prince George's Precinct 06-006,06-006,Adj,"4,378",108,"4,189",5,52,1,23,124,480,"4,027",,,
Prince George's Precinct 06-007,06-007,Adj,"4,905",332,"4,440",16,86,3,28,202,391,"4,606",,,
Prince George's Precinct 06-008,06-008,Adj,"2,508",57,"2,418",4,21,0,8,84,234,"2,272",,,
Prince George's Precinct 06-009,06-009,Adj,"3,033",87,"2,897",2,29,0,18,85,346,"2,739",,,
Prince George's Precinct 06-010,06-010,Adj,"3,874",131,"3,641",7,80,0,15,140,380,"3,522",,,
Prince George's Precinct 06-011,06-011,Adj,"2,581",68,"2,473",10,22,0,8,60,294,"2,372",,,
Prince George's Precinct 06-012,06-012,Adj,"3,263",62,"3,158",13,13,1,16,66,140,"2,658",,,
Prince George's Precinct 06-013,06-013,Adj,"2,834",267,"2,449",12,55,6,45,132,539,"2,802",,,
Prince George's Precinct 06-014,06-014,Adj,545,42,480,0,23,0,0,26,48,501,,,
Prince George's Precinct 06-015,06-015,Adj,"4,491",115,"4,317",6,27,1,25,123,297,"3,870",,,
Prince George's Precinct 06-016,06-016,Adj,"5,110",109,"4,936",2,47,0,16,156,419,"4,166",,,
Prince George's Precinct 06-017,06-017,Adj,"4,857",129,"4,641",10,59,3,15,115,374,"4,418",,,
Prince George's Precinct 06-018,06-018,Adj,"2,712",192,"2,414",3,75,4,24,115,519,"2,594",,,
Prince George's Precinct 06-019,06-019,Adj,"3,334",61,"3,226",15,8,2,22,103,197,"2,802",,,
Prince George's Precinct 06-020,06-020,Adj,"3,666",82,"3,539",12,29,0,4,106,413,"3,374",,,
Prince George's Precinct 06-021,06-021,Adj,657,34,599,1,19,0,4,38,171,682,,,
Prince George's Precinct 06-022,06-022,Adj,"5,161",79,"5,040",2,25,0,15,109,296,"4,315",,,
Prince George's Precinct 06-023,06-023,Adj,"2,050",96,"1,920",7,11,0,16,80,343,"1,951",,,
Prince George's Precinct 06-024,06-024,Adj,"1,176",54,"1,109",0,11,0,2,41,103,"1,099",,,
Prince George's Precinct 06-025,06-025,Adj,439,0,439,0,0,0,0,2,11,358,,,
Prince George's Precinct 06-026,06-026,Adj,"2,379",60,"2,300",0,8,0,11,68,117,"2,073",,,
Prince George's Precinct 06-027,06-027,Adj,"1,671",234,"1,387",6,29,3,12,83,443,"1,654",,,
Prince George's Precinct 06-028,06-028,Adj,924,89,796,6,14,1,18,32,166,924,,,
Prince George's Precinct 06-029,06-029,Adj,872,35,808,10,18,0,1,17,120,860,,,
Prince George's Precinct 06-098,06-098,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Prince George's Precinct 06-099,06-099,Unadj,2,0,1,1,0,0,0,1,0,2,,,
Prince George's Precinct 07-001,07-001,Unadj,"1,165",107,"1,013",0,26,0,19,63,42,984,,,
Prince George's Precinct 07-002,07-002,Adj,"1,646","1,038",494,8,81,0,25,117,241,"1,635",,,
Prince George's Precinct 07-003,07-003,Adj,"2,219","1,367",741,4,94,1,12,159,360,"2,166",,,
Prince George's Precinct 07-004,07-004,Unadj,"2,276","1,455",699,8,103,0,11,119,322,"2,160",,,
Prince George's Precinct 07-005,07-005,Adj,"2,964","1,509","1,300",8,118,1,28,203,426,"2,755",,,
Prince George's Precinct 07-006,07-006,Adj,"2,673",649,"1,910",10,65,1,38,133,285,"2,510",,,
Prince George's Precinct 07-007,07-007,Adj,"4,453",969,"3,167",13,258,4,42,273,266,"4,002",,,
Prince George's Precinct 07-008,07-008,Adj,"2,752",624,"1,938",2,164,1,23,184,247,"2,441",,,
Prince George's Precinct 07-009,07-009,Adj,"4,891",310,"4,351",4,195,2,29,195,205,"4,173",,,
Prince George's Precinct 07-010,07-010,Adj,"4,788",558,"3,982",4,224,0,20,212,270,"4,178",,,
Prince George's Precinct 07-011,07-011,Adj,"4,937",123,"4,705",6,87,0,16,133,158,"4,297",,,
Prince George's Precinct 07-012,07-012,Adj,"3,207",59,"3,096",0,38,0,14,86,106,"2,720",,,
Prince George's Precinct 07-013,07-013,Adj,"2,575",152,"2,337",6,58,0,22,125,145,"2,284",,,
Prince George's Precinct 07-014,07-014,Adj,"1,916",611,"1,204",5,77,1,18,163,310,"1,877",,,
